taxa	taxid	superkingdom	clade	kingdom	family	genus
Limosilactobacillus fermentum	1613	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Limosilactobacillus
Ligilactobacillus ruminis	1623	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Ligilactobacillus
Enterococcus gilvus	160453	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Mycoplasma mycoides	2102	Bacteria	Terrabacteria group	NA	Mycoplasmataceae	Mycoplasma
Phocaeicola vulgatus	821	Bacteria	FCB group	NA	Bacteroidaceae	Phocaeicola
Mus musculus mobilized endogenous polytropic provirus	590745	Viruses	Riboviria	Pararnavirae	Retroviridae	Gammaretrovirus
Pahexavirus P91	1982260	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Erwinia phage Midgardsormr38	2663326	Viruses	Duplodnaviria	Heunggongvirae	NA	Midgardsormrvirus
Trichosporon asahii	82508	Eukaryota	Opisthokonta	Fungi	Trichosporonaceae	Trichosporon
Aspergillus luchuensis	1069201	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus wentii	5066	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus tubingensis	5068	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Pseudomonas sp. DR208	2870840	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. NY11382	2939495	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas monteilii	76759	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Acinetobacter sp. WCHAc010034	1879049	Bacteria	NA	NA	Moraxellaceae	Acinetobacter
Lysobacter maris	1605891	Bacteria	NA	NA	Lysobacteraceae	Lysobacter
Ahniella affigens	2021234	Bacteria	NA	NA	Rhodanobacteraceae	Ahniella
Vibrio natriegens	691	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio rumoiensis	76258	Bacteria	NA	NA	Vibrionaceae	Vibrio
Vibrio chagasii	170679	Bacteria	NA	NA	Vibrionaceae	Vibrio
Methylomonas rhizoryzae	2608981	Bacteria	NA	NA	Methylococcaceae	Methylomonas
Mesorhizobium sp. NZP2077	2483404	Bacteria	NA	NA	Phyllobacteriaceae	Mesorhizobium
Paraburkholderia sabiae	273251	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Paraburkholderia acidisoli	2571748	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Comamonas serinivorans	1082851	Bacteria	NA	NA	Comamonadaceae	Comamonas
Thauera sp. WB-2	2897772	Bacteria	NA	NA	Zoogloeaceae	Thauera
Mycobacterium marseillense	701042	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Arthrobacter sulfonylureivorans	2486855	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Clavibacter phaseoli	1734031	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Clavibacter
Leucobacter sp. NB 10	2873270	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Leucobacter
Serinicoccus hydrothermalis	1758689	Bacteria	Terrabacteria group	NA	Ornithinimicrobiaceae	Serinicoccus
Janibacter limosus	53458	Bacteria	Terrabacteria group	NA	Intrasporangiaceae	Janibacter
Dermabacter jinjuensis	1667168	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Dermabacter
Actinomyces slackii	52774	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Schaalia cardiffensis	181487	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Schaalia
Streptomyces inhibens	2293571	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Blautia hansenii	1322	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Blautia
Flintibacter sp. KGMB00164	2610895	Bacteria	Terrabacteria group	NA	NA	Flintibacter
Faecalibacterium sp. I4-1-79	2929494	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Faecalibacterium
Cytobacillus firmus	1399	Bacteria	Terrabacteria group	NA	Bacillaceae	Cytobacillus
Loigolactobacillus coryniformis	1610	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Loigolactobacillus
Synechococcus sp. KORDI-52	585425	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Fischerella sp. NIES-3754	1752063	Bacteria	Terrabacteria group	NA	Hapalosiphonaceae	Fischerella
Muricauda aurantiaca	1383885	Bacteria	FCB group	NA	Flavobacteriaceae	Flagellimonas
Fusobacterium polymorphum	76857	Bacteria	NA	NA	Fusobacteriaceae	Fusobacterium
Akkermansia biwaensis	2946555	Bacteria	PVC group	NA	Akkermansiaceae	Akkermansia
Desulfuromonas sp. AOP6	1566351	Bacteria	NA	NA	Desulfuromonadaceae	Desulfuromonas
Pahexavirus ouroboros	1982259	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Maxrubnervirus PMBT3	2734251	Viruses	Duplodnaviria	Heunggongvirae	NA	Maxrubnervirus
Mycobacterium phage Vortex	1034149	Viruses	Duplodnaviria	Heunggongvirae	NA	Pegunavirus
Pseudogymnoascus destructans	655981	Eukaryota	Opisthokonta	Fungi	Pseudeurotiaceae	Pseudogymnoascus
Edhazardia aedis	70536	Eukaryota	Opisthokonta	Fungi	Culicosporidae	Edhazardia
Pseudomonas sp. S34	1573718	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. FGI182	1259844	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas zeae	2745510	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas xanthosomatis	2842356	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Klebsiella quasipneumoniae	1463165	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Citrobacter amalonaticus	35703	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Siccibacter colletis	1505757	Bacteria	NA	NA	Enterobacteriaceae	Siccibacter
Luteimonas sp. MC1572	2799325	Bacteria	NA	NA	Lysobacteraceae	Luteimonas
Agrobacterium sp. CGMCC 11546	2579248	Bacteria	NA	NA	Rhizobiaceae	Agrobacterium
Rhizobium sp. NLR16a	2731112	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Gymnodinialimonas ceratoperidinii	2856823	Bacteria	NA	NA	Paracoccaceae	Gymnodinialimonas
Oecophyllibacter saccharovorans	2558360	Bacteria	NA	NA	Acetobacteraceae	Oecophyllibacter
Paraburkholderia xenovorans	36873	Bacteria	NA	NA	Burkholderiaceae	Paraburkholderia
Diaphorobacter ruginosibacter	1715720	Bacteria	NA	NA	Comamonadaceae	Diaphorobacter
Janthinobacterium sp. 17J80-10	2497863	Bacteria	NA	NA	Oxalobacteraceae	Janthinobacterium
Pseudazoarcus pumilus	2067960	Bacteria	NA	NA	Zoogloeaceae	Pseudazoarcus
Corynebacterium mustelae	571915	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Corynebacterium qintianiae	2709392	Bacteria	Terrabacteria group	NA	Corynebacteriaceae	Corynebacterium
Mycobacterium grossiae	1552759	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycolicibacterium
Dietzia timorensis	499555	Bacteria	Terrabacteria group	NA	Dietziaceae	Dietzia
Segniliparus rotundus	286802	Bacteria	Terrabacteria group	NA	Segniliparaceae	Segniliparus
Arthrobacter sp. zg-Y919	2894187	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Microbacterium sp. Nx66	2766784	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microbacterium sp. 4R-513	2567934	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Microterricola viridarii	412690	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microterricola
Rathayibacter oskolensis	1891671	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Rathayibacter
Streptantibioticus cattleyicolor	29303	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptantibioticus
Nocardiopsis alba	53437	Bacteria	Terrabacteria group	NA	Nocardiopsaceae	Nocardiopsis
Saccharopolyspora gregorii	33914	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Saccharopolyspora
Amycolatopsis sp. 2-15	715471	Bacteria	Terrabacteria group	NA	Pseudonocardiaceae	Amycolatopsis
Wansuia hejianensis	2763667	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Wansuia
Thermoclostridium stercorarium	1510	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Thermoclostridium
Caldicellulosiruptor saccharolyticus	44001	Bacteria	Terrabacteria group	NA	Caldicellulosiruptoraceae	Caldicellulosiruptor
Lentilactobacillus buchneri	1581	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lentilactobacillus
Jeotgalibaca sp. PTS2502	1903686	Bacteria	Terrabacteria group	NA	Carnobacteriaceae	Jeotgalibaca
Jeotgalibaca arthritidis	1868794	Bacteria	Terrabacteria group	NA	Carnobacteriaceae	Jeotgalibaca
Chondrocystis sp. NIES-4102	2005460	Bacteria	Terrabacteria group	NA	Chroococcaceae	Chondrocystis
Empedobacter stercoris	1628248	Bacteria	FCB group	NA	Weeksellaceae	Empedobacter
Leptotrichia sp. oral taxon 498	712368	Bacteria	NA	NA	Leptotrichiaceae	Leptotrichia
Desulfovibrio desulfuricans	876	Bacteria	NA	NA	Desulfovibrionaceae	Desulfovibrio
Pseudodesulfovibrio tunisiensis	463192	Bacteria	NA	NA	Desulfovibrionaceae	Pseudodesulfovibrio
Treponema sp. OMZ 855	1643512	Bacteria	NA	NA	Treponemataceae	Treponema
Methanobrevibacter olleyae	294671	Archaea	Methanomada group	NA	Methanobacteriaceae	Methanobrevibacter
Pahexavirus P11	1982264	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus PAS50	1982272	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus pacnes201215	1982270	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Pahexavirus PHL070N00	1982279	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Saprolegnia diclina	112098	Eukaryota	Sar	NA	Saprolegniaceae	Saprolegnia
Acanthamoeba lenticulata	29196	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Prevotella sp. E15-22	2937774	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Prevotella sp. E2-28	2913620	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Prevotella herbatica	2801997	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Prevotella communis	2913614	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Prevotella ruminicola	839	Bacteria	FCB group	NA	Prevotellaceae	Xylanibacter
Bacteroides heparinolyticus	28113	Bacteria	FCB group	NA	Bacteroidaceae	Bacteroides
Bacteroides sp. D2	556259	Bacteria	FCB group	NA	Bacteroidaceae	Bacteroides
Bacteroides fragilis	817	Bacteria	FCB group	NA	Bacteroidaceae	Bacteroides
Bacteroides zoogleoformans	28119	Bacteria	FCB group	NA	Bacteroidaceae	Bacteroides
Bacteroides stercoris	46506	Bacteria	FCB group	NA	Bacteroidaceae	Bacteroides
Bacteroides helcogenes	290053	Bacteria	FCB group	NA	Bacteroidaceae	Bacteroides
Bacteroides caecimuris	1796613	Bacteria	FCB group	NA	Bacteroidaceae	Bacteroides
Phocaeicola coprophilus	387090	Bacteria	FCB group	NA	Bacteroidaceae	Phocaeicola
Porphyromonas crevioricanis	393921	Bacteria	FCB group	NA	Porphyromonadaceae	Porphyromonas
Alistipes megaguti	2364787	Bacteria	FCB group	NA	Rikenellaceae	Alistipes
Muribaculum intestinale	1796646	Bacteria	FCB group	NA	Muribaculaceae	Muribaculum
Duncaniella sp. B8	2576606	Bacteria	FCB group	NA	Muribaculaceae	Duncaniella
Proteiniphilum saccharofermentans	1642647	Bacteria	FCB group	NA	Dysgonomonadaceae	Proteiniphilum
Barnesiella viscericola	397865	Bacteria	FCB group	NA	Barnesiellaceae	Barnesiella
Salinivirga cyanobacteriivorans	1307839	Bacteria	FCB group	NA	Salinivirgaceae	Salinivirga
Alkaliflexus sp. Ai-910	2949635	Bacteria	FCB group	NA	Marinilabiliaceae	Xiashengella
Capnocytophaga sp. oral taxon 878	1316596	Bacteria	FCB group	NA	Flavobacteriaceae	Capnocytophaga
Capnocytophaga sp. oral taxon 864	1316593	Bacteria	FCB group	NA	Flavobacteriaceae	Capnocytophaga
Capnocytophaga sp. oral taxon 323	1705617	Bacteria	FCB group	NA	Flavobacteriaceae	Capnocytophaga
Capnocytophaga canimorsus	28188	Bacteria	FCB group	NA	Flavobacteriaceae	Capnocytophaga
Capnocytophaga haemolytica	45243	Bacteria	FCB group	NA	Flavobacteriaceae	Capnocytophaga
Flavobacterium sp. N2270	2986831	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium sp. xlx-214	2654325	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Flavobacterium lacustre	3016339	Bacteria	FCB group	NA	Flavobacteriaceae	Flavobacterium
Leeuwenhoekiella palythoae	573501	Bacteria	FCB group	NA	Flavobacteriaceae	Leeuwenhoekiella
Siansivirga zeaxanthinifaciens	762954	Bacteria	FCB group	NA	Flavobacteriaceae	Siansivirga
Polaribacter sp. ALD11	2058137	Bacteria	FCB group	NA	Flavobacteriaceae	Polaribacter
Sediminicola sp. YIK13	1453352	Bacteria	FCB group	NA	Flavobacteriaceae	Sediminicola
Aquimarina sp. Aq107	1191912	Bacteria	FCB group	NA	Flavobacteriaceae	Aquimarina
Salinimicrobium tongyeongense	2809707	Bacteria	FCB group	NA	Flavobacteriaceae	Salinimicrobium
Lutibacter profundi	1622118	Bacteria	FCB group	NA	Flavobacteriaceae	Lutibacter
Imtechella halotolerans	1165090	Bacteria	FCB group	NA	Flavobacteriaceae	Imtechella
Formosa sp. L2A11	2686363	Bacteria	FCB group	NA	Flavobacteriaceae	Formosa
Chryseobacterium salivictor	2547600	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Chryseobacterium sp. SNU WT5	2594269	Bacteria	FCB group	NA	Weeksellaceae	Chryseobacterium
Kaistella flava (ex Peng et al. 2021)	2038776	Bacteria	FCB group	NA	Weeksellaceae	Kaistella
Blattabacterium cuenoti	1653831	Bacteria	FCB group	NA	Blattabacteriaceae	Blattabacterium
Hymenobacter sp. DG01	2584940	Bacteria	FCB group	NA	Hymenobacteraceae	Hymenobacter
Hymenobacter sp. NBH84	2596915	Bacteria	FCB group	NA	Hymenobacteraceae	Hymenobacter
Spirosoma oryzicola	2898794	Bacteria	FCB group	NA	Cytophagaceae	Spirosoma
Spirosoma aerolatum	1211326	Bacteria	FCB group	NA	Cytophagaceae	Spirosoma
Aquirufa lenticrescens	2696560	Bacteria	FCB group	NA	Flectobacillaceae	Aquirufa
Chondrinema litorale	2994555	Bacteria	FCB group	NA	Flammeovirgaceae	Chondrinema
Cardinium endosymbiont of Oedothorax gibbosus	931101	Bacteria	FCB group	NA	Amoebophilaceae	Candidatus Cardinium
Chitinophaga sp. XS-30	2604421	Bacteria	FCB group	NA	Chitinophagaceae	Chitinophaga
Arachidicoccus ginsenosidivorans	496057	Bacteria	FCB group	NA	Chitinophagaceae	Arachidicoccus
Pedobacter steynii	430522	Bacteria	FCB group	NA	Sphingobacteriaceae	Pedobacter
Mucilaginibacter rubeus	2027860	Bacteria	FCB group	NA	Sphingobacteriaceae	Mucilaginibacter
Candidatus Sulfidibacterium hydrothermale	2875962	Bacteria	FCB group	NA	NA	Candidatus Sulfidibacterium
Chlorobaculum limnaeum	274537	Bacteria	FCB group	NA	Chlorobiaceae	Chlorobaculum
Pseudomonas sp. SK	2729423	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas tritici	2745518	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Aggregatibacter segnis	739	Bacteria	NA	NA	Pasteurellaceae	Aggregatibacter
Aggregatibacter sp. Marseille-P9115	2866570	Bacteria	NA	NA	Pasteurellaceae	Aggregatibacter
Actinobacillus genomosp. 2	230709	Bacteria	NA	NA	Pasteurellaceae	Actinobacillus
Mannheimia granulomatis	85402	Bacteria	NA	NA	Pasteurellaceae	Mannheimia
Pseudoalteromonas sp. SCSIO 43201	2822842	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Thalassomonas haliotis	485448	Bacteria	NA	NA	Colwelliaceae	Thalassomonas
Lysobacter terrestris	2865112	Bacteria	NA	NA	Lysobacteraceae	Lysobacter
Vibrio coralliilyticus	190893	Bacteria	NA	NA	Vibrionaceae	Vibrio
endosymbiont of Euscepes postfasciatus	650377	Bacteria	NA	NA	NA	NA
Neisseria sp. Marseille-Q6792	2937985	Bacteria	NA	NA	Neisseriaceae	Neisseria
Neisseria sp. ZJ785	2709396	Bacteria	NA	NA	Neisseriaceae	Neisseria
Neisseria polysaccharea	489	Bacteria	NA	NA	Neisseriaceae	Neisseria
Neisseria cinerea	483	Bacteria	NA	NA	Neisseriaceae	Neisseria
Neisseria brasiliensis	2666100	Bacteria	NA	NA	Neisseriaceae	Neisseria
Neisseria perflava	33053	Bacteria	NA	NA	Neisseriaceae	Neisseria
Neisseria bacilliformis	267212	Bacteria	NA	NA	Neisseriaceae	Neisseria
Neisseria weaveri	28091	Bacteria	NA	NA	Neisseriaceae	Neisseria
Comamonas flocculans	2597701	Bacteria	NA	NA	Comamonadaceae	Comamonas
Pelistega ratti	2652177	Bacteria	NA	NA	Alcaligenaceae	Pelistega
Azoarcus sp. CIB	198107	Bacteria	NA	NA	Zoogloeaceae	Azoarcus
Candidatus Kinetoplastibacterium blastocrithidii	233181	Bacteria	NA	NA	NA	Candidatus Kinetoplastibacterium
Terrihabitans soli	708113	Bacteria	NA	NA	NA	Terrihabitans
Parasphingopyxis sp. CP4	2724527	Bacteria	NA	NA	Sphingomonadaceae	Parasphingopyxis
Sinirhodobacter sp. HNIBRBA609	3015995	Bacteria	NA	NA	Paracoccaceae	Sinirhodobacter
Leisingera methylohalidivorans	133924	Bacteria	NA	NA	Roseobacteraceae	Leisingera
Acidithiobacillus ferrooxidans	920	Bacteria	NA	NA	Acidithiobacillaceae	Acidithiobacillus
Megasphaera stantonii	2144175	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Megasphaera elsdenii	907	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Megasphaera massiliensis	1232428	Bacteria	Terrabacteria group	NA	Veillonellaceae	Megasphaera
Acidaminococcus intestini	187327	Bacteria	Terrabacteria group	NA	Acidaminococcaceae	Acidaminococcus
Streptococcus equinus	1335	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus alactolyticus	29389	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus pluranimalium	82348	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus lutetiensis	150055	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Streptococcus infantarius	102684	Bacteria	Terrabacteria group	NA	Streptococcaceae	Streptococcus
Floricoccus penangensis	1859475	Bacteria	Terrabacteria group	NA	Streptococcaceae	Floricoccus
Vagococcus fluvialis	2738	Bacteria	Terrabacteria group	NA	Enterococcaceae	Vagococcus
Vagococcus hydrophili	2714947	Bacteria	Terrabacteria group	NA	Enterococcaceae	Vagococcus
Lactobacillus paragasseri	2107999	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Lactobacillus
Acetilactobacillus jinshanensis	1720083	Bacteria	Terrabacteria group	NA	Lactobacillaceae	Acetilactobacillus
Staphylococcus condimenti	70255	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus ureilyticus	94138	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Bacillus wiedmannii	1890302	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus smithii	1479	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Lysinibacillus sp. CD3-6	2892541	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus capsici	2115968	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Neobacillus novalis	220687	Bacteria	Terrabacteria group	NA	Bacillaceae	Neobacillus
Mesobacillus foraminis	279826	Bacteria	Terrabacteria group	NA	Bacillaceae	Mesobacillus
Fervidibacillus halotolerans	2980027	Bacteria	Terrabacteria group	NA	Bacillaceae	Fervidibacillus
Paenibacillus sp. FSL P4-0081	1536769	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Brevibacillus sp. JNUCC-41	2778370	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Cohnella sp. LGH	1619153	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Cohnella
Kroppenstedtia pulmonis	1380685	Bacteria	Terrabacteria group	NA	Thermoactinomycetaceae	Kroppenstedtia
Roseburia intestinalis	166486	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Roseburia
Roseburia hominis	301301	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Roseburia
Enterocloster asparagiformis	333367	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Enterocloster
Anaerocolumna chitinilytica	1727145	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Anaerocolumna
Butyrivibrio proteoclasticus	43305	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Butyrivibrio
Anaeromicropila herbilytica	2785025	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Anaeromicropila
Anaerostipes hadrus	649756	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Anaerostipes
Marvinbryantia formatexigens	168384	Bacteria	Terrabacteria group	NA	Lachnospiraceae	Marvinbryantia
Clostridium sp. SY8519	1042156	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium sp. BJN0001	2930219	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium butyricum	1492	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Clostridium tagluense	360422	Bacteria	Terrabacteria group	NA	Clostridiaceae	Clostridium
Anaerotruncus colihominis	169435	Bacteria	Terrabacteria group	NA	Oscillospiraceae	Anaerotruncus
Terrisporobacter hibernicus	2813371	Bacteria	Terrabacteria group	NA	Peptostreptococcaceae	Terrisporobacter
Eubacterium hominis	2764325	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	NA
Candidatus Syntrophocurvum alkaliphilum	2293317	Bacteria	Terrabacteria group	NA	Syntrophomonadaceae	Candidatus Syntrophocurvum
Anoxybacter fermentans	1323375	Bacteria	Terrabacteria group	NA	NA	Anoxybacter
Acetohalobium arabaticum	28187	Bacteria	Terrabacteria group	NA	Halobacteroidaceae	Acetohalobium
Mahella australiensis	252966	Bacteria	Terrabacteria group	NA	Thermoanaerobacterales Family IV. Incertae Sedis	Mahella
Natranaerofaba carboxydovora	2742683	Bacteria	Terrabacteria group	NA	Natranaerofabaceae	Natranaerofaba
Erysipelothrix sp. HDW6A	2714928	Bacteria	Terrabacteria group	NA	Erysipelotrichaceae	Erysipelothrix
Faecalibacillus intestinalis	1982626	Bacteria	Terrabacteria group	NA	Coprobacillaceae	Faecalibacillus
Thomasclavelia ramosa	1547	Bacteria	Terrabacteria group	NA	Coprobacillaceae	Thomasclavelia
Rothia terrae	396015	Bacteria	Terrabacteria group	NA	Micrococcaceae	Rothia
Arthrobacter sp. zg-Y1171	2964610	Bacteria	Terrabacteria group	NA	Micrococcaceae	Arthrobacter
Neomicrococcus aestuarii	556325	Bacteria	Terrabacteria group	NA	Micrococcaceae	Neomicrococcus
Microbacterium sp. PAMC21962	2861280	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Rathayibacter festucae	110937	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Rathayibacter
Candidatus Rhodoluna planktonica	535712	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Rhodoluna
Frigoribacterium sp. NBH87	2596916	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Frigoribacterium
Brachybacterium sp. NBEC-018	2996004	Bacteria	Terrabacteria group	NA	Dermabacteraceae	Brachybacterium
Cellulomonas shaoxiangyii	2566013	Bacteria	Terrabacteria group	NA	Cellulomonadaceae	Cellulomonas
Schaalia sp. ZJ405	2709403	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Schaalia
Actinomyces wuliandei	2057743	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Actinomyces
Boudabousia tangfeifanii	1912795	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Boudabousia
Trueperella bernardiae	59561	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Trueperella
Arcanobacterium canis	999183	Bacteria	Terrabacteria group	NA	Actinomycetaceae	Arcanobacterium
