"path_03"	"X770286.BAL.LUL.Inv.V1"	"X770328.BAL.RML.Inv.V1"	"X770328.BAL.RUL.Inv.V2"	"X770341.BAL.RUL.inv.V1"	"X770341.BAL.RUL.Inv.V1"	"X770359.BAL.RLL.Inv.V1"	"X770359.BAL.RLL.Inv.V2"	"X770365.BAL.RUL.Inv.V1"	"X770384.BAL.LUL.Inv.V1"	"X770389.BAL.RML.Inv.V1"	"X770396.BAL.RUL.Inv.V1"	"X770396.UNIV.0234.BAL.RML.Inv.V2"	"X770402.BAL.RUL.Inv.V1"	"X770402.BAL.RUL.Inv.V2"	"X770406.BAL.LLL.Inv.V1"	"X770418.BAL.LUL.Inv.V1"	"X770420.BAL.LUL.inv.V1"	"X770450.BAL.LLL.inv.V1"	"X770464.BAL.LLL.Inv.V1"	"X770467.BAL.RML.Inv.V1"	"X770468.BAL.Lingula.Inv.V1"	"X770468.BAL.RML.inv.V1"	"X770468.BAL.RML.Inv.V2"	"X770471.BAL.RML.Inv.V1"	"X770473.BAL.RLL.Inv.V1"	"X770476.BAL.RML.Inv.V1"	"X770478.BAL.RUL.Inv.V1"	"X770483.BAL.RUL.Inv.V1"	"X770483.BAL.RUL.Inv.V2"	"X770485.BAL.RML.Inv.V2"	"X770485.NYU.2829.BAL.Right.inv.V3"	"X770492.BAL.LUL.Inv.V1"	"X770493.BAL.LUL.Inv.V1"	"X770505.BAL.RML.Inv.V1"	"X770505.BAL.RUL.Inv.V2"	"X770513.BAL.RUL.Inv.V1"	"X770530.BAL.LUL.Inv.V1"	"X770543.BAL.RLL.Inv.V1"	"X770548.BAL.LLL.Inv.V1"	"X770551.BAL.RUL.Inv.V1"	"X770553.BAL.LUL.Inv.V1"	"X770559.BAL.RUL.Inv.V2"	"X770569.BAL.RLL.Inv.V1"	"X770572.BAL.RLL.Inv.V1"	"X770595.BAL.RLL.Inv.V1"	"X770596.BAL.RUL.Inv.V1"	"X770602.BAL.LLL.Inv.V1"	"X770610.BAL.LUL.Inv.V1"	"X770616.BAL.RML.Inv.V1"	"X770618.BAL.RUL.Inv.V1"	"X770633.BAL.RUL.Inv.V1"	"X770634.BAL.Lingula.Uninv.V1"	"X770634.BAL.RML.Inv.V1"	"X770635.BAL.RML.Inv.V1"	"X770637.BAL.RML.Inv.V1"	"X770642.BAL.Lingula.Inv.V1"	"X770653.BAL.LUL.Inv.V1"	"X770660.BAL.Lingula.Inv.V1"	"X770665.BAL.RUL.Inv.V1"	"X770666.BAL.Lingula.Inv.V1"	"X770668.BCI.0007.BAL.LUL.Inv.V1"	"X770676.BCI.0008.BAL.LUL.Inv.V1"	"X770682.BAL.RUL.INV.V1"	"X770688.BAL.LLL.Inv.V1"	"X770693.BAL.RUL.Inv.V1"	"X770697.BAL.RUL.Inv.V1"	"X770702.BAL.RUL.Inv.V1"	"X770704.BAL.LUL.Inv.V1"	"X770705.BAL.Lingula.Inv.V1"	"X770708.BAL.RUL.Inv.V1"	"X770713.BAL.RUL.Inv.V1"	"X770733.BAL.LUL.Inv.V1"	"X770745.BAL.RUL.Inv.V1"	"X770750.BAL.RLL.Inv.V1"	"X770753.BAL.RLL.Inv.V1"	"X770755.BAL.RLL.Inv.V1"	"X770758.BAL.RUL.INV.V1"	"X770761.BAL.RUL.Inv.V1"	"X770767.BAL.RML.Inv.V2"	"X770767.BAL.RUL.Inv.V1"	"X770767.BKG.V1"	"X770767.Supraglottic.V1"	"X770777.BAL.RUL.Inv.V1"	"X770777.BKG.V1"	"X770777.Supraglottic.V1"	"X770779.BAL.RML.Inv.V2"	"X770779.BAL.RUL.Inv.V1"	"X770779.BKG.V2"	"X770779.Supraglottic.V1"	"X770779.Supraglottic.V2"	"X770780.BAL.LUL.Inv.V1"	"X770780.Supraglottic.V1"	"X770785.BAL.RUL.Inv.V1"	"X770785.Supraglottic.V1"	"X770798.BAL.LUL.Inv.V1"	"X770798.Supraglottic.V1"	"X770800.LC2790.BAL.RUL.Inv.V1"	"X770800.LC2790.BKG.V1"	"X770800.LC2790.Supraglottic.V1"	"X770803.BAL.RUL.Inv.V1"	"X770805.BAL.RLL.Inv.V1"	"X770808.BCI.0016.BAL.RML.Inv.V1"	"X770842.BAL.RML.Inv.V1"	"X770842.BKG.V1"	"X770842.Supraglottic.V1"	"X770844.BAL.RLL.Inv.V1"	"X770844.BKG.V1"	"X770844.Supraglottic.V1"	"X770861.BAL.RUL.Inv.V1"	"X770861.BKG.V1"	"X770861.Supraglottic.V1"	"X770862.BCI.0017.BAL.RML.Inv.V1"	"X770862.BCI.0017.Supraglottic.V1"	"X770863.BAL.Lingula.Inv.V1"	"X770863.Supraglottic.V1"	"X770864.BAL.RML.Inv.V1"	"X770864.Supraglottic.V1"	"X770870.BAL.RML.Inv.V1"	"X770870.Supraglottic.V1"	"X770882.LCL.011.BAL.RUL.Inv.V1"	"X770882.LCL.011.Supraglottic.V1"	"X770920.BCI.019.BAL.RUL.Inv.V1"	"X770925.BAL.RLL.Inv.V1"	"X770927.BAL.RUL.Inv.V1"	"X770929.BAL.RML.Inv.V1"	"X770944.BAL.RML.Inv.V1"	"X770944.BKG.V1"	"X770944.Supraglottic.V1"	"X770946.BAL.RML.Inv.V1"	"X770946.BKG.V1"	"X770946.Supraglottic.V1"	"X770947.BAL.RML.Inv.V1"	"X770947.BKG.V1"	"X770947.Supraglottic.V1"	"X770955.BAL.RML.Inv.V1"	"X770962.BAL.RLL.Inv.V1"	"X770962.Supraglottic.V1"	"X770973.BAL.LUL.Inv.V1"	"X770978.BAL.RUL.Inv.V1"	"UNIV.0042.BAL.RUL.Inv.V1"	"UNIV.0044.BAL.RUL.Inv.V1"	"UNIV.0172.BAL.RLL.Inv.V1"	"UNIV.0311.LC.BAL.RLL.Inv.V1"	"UNIV.0384.BAL.LLL.Inv.V1"	"UNIV.0402.BAL.RML.UnInv.V1"	"UNIV.0419.BAL.LUL.Inv.V1"
"AKT/PKB family"	1844	732	7080	12	32	2230	4010	10071	2790	2466	2294	3363	2720	0	8414	14002	2624	1390	1307	6378	12484	5210	4876	2696	4384	6062	6640	6314	3428	4070	256	1024	2398	1362	10438	5760	820	1246	7820	15328	5792	2862	6580	2	2938	3136	4174	2184	2482	6156	8716	6552	5362	14516	10	4298	1568	7916	9220	15746	2676	2010	8098	20	2636	4450	6442	8898	1202	946	3812	16652	12408	6088	6475	5006	2268	7476	2634	4954	0	8	2428	0	296	324	984	0	0	0	478	30	4672	0	4604	0	2318	0	210	11392	356	6786	218	0	0	3062	0	0	4008	0	32	5102	0	2064	218	4442	76	12535	198	444	0	3772	2932	2872	180	5094	0	658	5912	0	6	7794	0	0	7132	590	30	9784	8246	4808	8860	244	3668	12	12	10412
"ALCAM"	672	25628	19768	1158	8	26050	21352	22444	18398	16996	11455	5176	26903	0	4962	6480	1600	26430	8358	29815	6620	12092	5062	812	12996	36	7697	13772	4	7470	9340	1942	56393	9975	33072	4268	24916	16773	31820	14329	19176	486	19880	9776	21277	3172	24286	1686	15682	10960	32758	8072	13284	16860	8	42256	1862	13178	1150	30428	25298	33376	22198	1678	14366	34725	6436	21958	13722	10424	58068	63517	24886	27600	39746	51528	76965	35793	12330	36978	2	0	10838	0	4	508	18674	0	0	0	16418	244	41469	0	6418	0	13786	0	5260	26798	1226	72634	17566	0	0	28702	2	0	30664	0	10	14906	0	17645	560	40724	8	2440	166	542	0	5348	30442	30562	3210	17686	0	452	34396	0	32	14256	0	0	7526	9066	0	5378	14920	1028	40360	0	28632	498	4	10068
"ALK family"	11560	2	0	0	0	224	318	1992	0	0	4	528	0	0	0	4	2	0	0	338	218	1064	2065	0	194	1672	2358	16	0	4	0	268	464	8869	1216	0	8	446	0	0	50	0	158	0	116	132	442	0	66	30	36	0	54	4	14	52	10	224	0	438	8	180	2140	0	2	354	0	200	0	4	150	12	0	0	0	230	12	0	0	0	0	4	0	0	0	0	2	0	0	0	12	4	0	0	142	0	90	0	312	20	2	140	58	0	0	308	0	0	1318	0	0	180	0	24	68	2	4	8	143	0	0	4	4	46	0	596	0	0	1012	0	0	1092	0	0	1938	0	0	0	990	0	3346	0	0	0	16	126
"AMPK signaling pathway"	318950	353608	305567	2136	63096	230030	246892	503749	140761	276439	196214	235313	334755	12807	160833	173466	213089	114150	353665	401170	243378	330545	205677	100634	207030	140291	350064	357197	189124	295706	57224	253959	228426	209349	431867	182206	122390	181426	177833	262129	222925	156997	350314	110230	418014	184671	206630	94970	173339	150685	333368	141174	202499	497390	15960	226526	35113	279026	42630	528454	229547	180616	575250	47966	282518	251064	271613	599239	98480	163145	244842	846128	301694	179848	332004	310649	456420	294546	271579	266444	12	2312	152870	2	21560	30682	187992	8590	858	8	160199	6862	359134	328	100261	654	151941	14	39017	370336	55648	458343	154578	28	1070	205674	22	1565	232852	4	1264	271233	1080	116975	58772	213853	23637	145568	17280	17894	886	294086	168052	193051	46886	279082	0	35426	277574	20	3670	188194	12	32	352993	146230	2676	170139	447647	148938	597775	49072	178915	33002	10552	303100
"AN1-type zinc finger domain-containing proteins"	20360	18370	19666	0	12	19675	17356	29446	8222	19276	9895	14388	26642	76	10869	6829	4584	13830	6269	24993	16388	33326	6963	16048	11600	3830	16074	26872	8874	12570	7124	20570	15546	16865	80257	15770	1374	7654	10716	20037	9276	16986	27654	654	11632	11480	15920	11746	10964	7448	19132	16758	12591	10364	512	12484	5718	19338	11427	24478	13102	15146	46176	720	23590	17504	7141	32848	28362	7882	15714	57139	11777	18045	4050	18232	13596	13254	16582	9838	0	368	8778	0	5011	992	21940	0	96	0	16464	1634	29182	278	11878	18	6232	0	4756	24486	3344	33300	13704	0	594	14618	0	198	21267	0	114	16022	0	11650	14833	20790	3142	8888	3686	1972	0	20590	13782	9624	1910	22868	0	4986	17390	0	346	14280	0	0	21735	3452	462	8724	27612	12088	25188	1502	25182	2190	8	16478
"ATP-dependent chromatin remodeling"	780825	464208	590428	18660	146092	316905	333079	577442	227837	450408	307581	437878	566291	25337	397022	254588	254736	175809	820910	545763	316052	519511	379430	273278	377369	224816	778604	574033	269180	412942	126590	449621	338675	249564	981538	436728	118311	133498	299853	385797	348140	257615	596119	164263	358388	334886	330359	295337	238948	265158	504664	227570	262631	651129	5381	288746	51306	519120	130439	629243	307180	220588	1145761	45304	416146	393937	342107	916782	229962	427194	353797	1195421	446218	285646	410101	432112	482701	345991	303629	388561	18	7952	193643	2	67846	52634	203313	2568	2186	2	273697	17684	431834	300	144512	546	298825	20	101477	541381	95634	567850	227279	12	4150	266935	18	4830	345513	0	3548	261326	2474	280578	178234	305539	68708	167183	84759	30014	10424	475744	223388	262035	47249	531388	2	77508	447533	16	6298	287121	2	754	699934	160856	10256	279778	676342	507918	709035	68873	356646	61064	42378	428552
"ATP-gated cation channel (P2X)"	0	0	0	0	0	0	4	0	0	2	4	4	0	0	0	2	0	0	0	104	12	50	136	374	4	0	0	0	0	0	4	0	130	0	28	0	0	0	0	0	282	0	0	0	102	0	50	0	2	0	0	0	640	0	4	0	0	140	0	722	0	0	4	0	0	0	0	0	0	0	156	72	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	620	0	2	4	0	0	0	0	0	30	0	0	4	0	0	14	0	0	4	56	4	12	0	0	0	0	0	0	0	2	12	0	38	0	0	102	0	0	18	0	0	0	44	32	0	6	0	0	0	0
"ATP-independent chelatases"	1852	12	7636	0	752	1360	12674	2166	162	4516	238	1724	294	0	816	410	5324	464	134	1336	134	2228	1698	4	2726	8	2802	1174	0	0	4	1050	1868	76	396	632	336	454	10892	1018	4318	6612	1339	4	3764	1926	3526	1112	366	0	4264	912	1024	636	4	3852	108	730	2	17538	1272	3028	13764	474	25530	8380	934	5698	0	3124	728	15292	96	1070	3646	2390	590	3928	26031	8094	0	0	3024	0	0	314	1592	0	0	0	4	0	110	0	192	0	6150	0	0	7018	102	110	4669	0	0	17050	0	0	732	0	0	50421	0	2664	70	3536	0	12	4	20	0	3824	2752	2636	14	2344	0	0	1962	0	0	392	0	0	1334	1770	0	1696	4768	20	3930	0	1882	0	0	2300
"ATXN8OS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
"AUR family"	4	2	92	0	0	192	2782	64	0	278	0	532	0	0	4	0	0	16	0	26	358	20	413	2648	218	0	180	2430	6024	0	524	328	318	208	6450	20	0	0	264	280	870	0	0	0	214	358	100	3672	48	14	486	126	0	1348	8	0	0	216	0	320	438	448	0	0	8	216	4	1892	4	24	498	210	0	4	0	312	4	0	694	464	0	0	170	0	16	0	0	0	0	0	1884	0	8	0	6862	0	8	0	0	2662	0	738	430	0	0	800	0	0	0	0	8	1302	6	0	166	160	558	4	0	34	0	4878	176	8	0	916	0	0	230	0	88	348	0	0	14	0	40	0	1246	0	1876	0	100	4	0	906
"AXL family"	2562	26	6818	0	22	198	9934	8625	656	1510	614	2248	4617	0	13483	1336	286	514	5736	182	6638	8718	8791	3154	4804	4706	14680	8414	0	10388	742	10267	892	9768	14747	4944	34	12818	214	22362	1446	1036	14804	776	1958	7028	2050	604	3098	614	734	186	5349	35094	14	0	16	6114	28	16882	100	1464	16634	4	666	6222	234	27114	8	1310	3858	5983	2312	74	114	7536	644	4588	708	1816	22	2	4034	0	100	2642	10	0	0	0	2	92	428	0	214	0	3256	0	382	980	1172	300	1984	0	0	306	0	4	2140	0	0	342	0	92	438	122	0	2430	164	0	0	3402	764	1618	16	12189	0	1652	7472	4	0	6812	0	0	15744	3086	0	1080	15807	3056	30610	8	2102	20	0	5140
"Acarbose and validamycin biosynthesis"	0	0	0	0	0	430	502	118	5046	24	2	74	4	0	0	0	0	10	52	6778	0	1836	0	0	44	0	674	596	9760	4	0	86	424	472	860	46	0	0	376	485	322	0	706	0	1576	0	418	4	394	132	1816	68	836	470	2	0	0	1108	4	278	0	400	1216	0	156	1044	0	972	322	12	776	3802	1264	972	0	1154	1016	0	116	824	0	0	130	0	0	0	30	0	4	0	364	0	52	0	58	0	128	0	24	40	808	970	694	0	0	536	0	0	1310	0	0	298	0	242	86	158	0	0	54	50	0	1056	206	602	18	994	0	32	506	0	0	44	0	0	368	4	0	86	862	0	372	4	0	400	0	1808
"Accessory factors involved in transport"	45664	64257	110823	662	29464	69468	48827	104895	41214	75240	43604	82277	119110	1752	14733	25310	49721	37549	50685	99245	53986	75582	35299	29269	21932	19926	46752	72434	8918	21828	19634	29723	77493	27782	114916	54677	32862	29016	45574	52158	62946	41606	34260	40762	82512	25178	53302	63925	32786	64715	90288	41270	69061	68091	5388	35964	2764	54905	3208	127878	45521	48180	201846	9272	59051	59331	58526	84812	13204	42192	60300	234204	92994	24262	97706	73436	72292	45624	109310	67516	0	2540	27812	0	1134	11822	94963	2	902	0	175993	556	33196	8	17734	106	26226	0	4416	40603	14496	83638	69073	0	730	45258	4	2596	34430	0	948	38688	2386	76932	6310	52477	16783	28957	1210	29089	2602	135756	55086	31344	13216	45674	0	3844	50592	0	2412	32003	0	564	52059	14732	84	83902	65439	57862	85095	11682	32966	6026	32	43296
"Acetylcholine (nicotinic)"	330	7034	152	0	0	724	2640	362	42	550	2432	1541	34	0	478	0	4	452	1802	810	1738	758	190	12	830	1244	790	958	8	40	6	12	560	2386	2148	644	46	0	276	62	404	424	864	2	828	440	906	250	386	660	200	70	2814	856	70	4	48	390	68	1558	170	942	1422	16	1016	2008	384	298	14	828	694	1902	8	514	8	748	2354	470	866	2496	0	8	222	0	12	406	0	0	4	0	8	0	452	0	242	0	288	0	234	1322	196	1124	218	6	4	304	0	0	24	0	4	352	0	22	332	18	470	1452	20	94	0	2454	0	90	66	776	0	218	1572	0	66	694	0	0	952	4	0	18	1316	314	3004	12	0	5553	10	690
"Acid-sensing ion channel (ASIC)"	0	0	4	0	0	0	0	16	150	0	0	0	4	0	0	0	2	0	0	64	0	128	0	0	0	58	46	0	4	4	0	6	10	0	138	0	0	0	0	148	4	0	0	0	70	0	28	2	8	1470	0	0	54	0	22	4	216	0	2	124	0	122	0	0	0	0	0	0	4	150	130	470	6	4	4	174	0	0	0	0	0	0	0	0	0	0	4	0	8	0	2	0	0	0	0	0	0	0	6	4	0	0	0	0	0	50	2	0	2	0	0	0	0	6	4	20	2	4	0	0	0	122	0	0	0	0	0	0	128	0	0	0	0	0	68	0	0	0	34	840	16	12	0	4	10	4
"Acidification regulators"	82535	6790	29652	250	398	20788	42172	79134	10694	21170	12892	26450	23100	4	10870	39994	6226	14721	23696	29622	42303	58437	30472	15272	25756	8046	79982	29714	2000	17316	2828	44090	47624	40316	102830	26198	6382	27627	15750	20406	14620	17376	72528	3782	27548	24627	21904	11142	21138	22203	38093	14168	15528	49168	32	7824	6442	33256	6648	45450	33544	18300	117529	3320	14300	43180	39144	103603	4620	16618	33037	82589	34216	5446	28122	53530	23962	24172	22378	33187	0	334	33410	0	398	512	25302	0	18	0	24127	34	24323	2	15686	0	35648	0	5768	42254	9904	52088	29017	0	2	26608	0	106	32318	0	8	22013	4	19007	1012	30264	2402	19925	458	3642	124	20731	8048	22727	6310	77182	0	1484	56057	0	84	30486	0	0	56419	23727	178	31506	114976	6934	122248	1094	13350	8463	0	53186
"Actin filaments / Microfilaments"	2157977	1431988	1388194	38194	315427	822724	898806	1977609	535346	1146450	720166	1186691	1256915	107670	878103	644114	624705	487699	1682415	1494538	770338	1358826	892301	552727	997153	478539	1584095	1536543	624200	875059	232676	1144821	834858	759149	1906852	1051054	354715	395268	667673	1105237	850460	630088	1416908	482625	1112472	816580	829970	709686	592240	697161	1208573	488854	734794	1715604	12466	507484	62442	1195632	288518	1794190	759351	578258	2876396	128595	1042133	1060974	1061182	2549072	438928	874942	946686	3229175	1344225	646607	924914	1133866	1198075	931060	984855	996304	56	25200	633628	26	195309	149170	742933	3158	5868	6	720567	51269	1105886	1216	370147	2806	726462	230	220315	1388679	282637	1327397	730493	38	11912	734300	54	12932	930876	2	7096	869588	5742	808820	492744	826869	176172	803919	201551	102921	14630	1280117	732977	679870	146072	1313608	4	258242	1175286	46	28690	911530	12	3022	1562212	355125	28518	781786	1985853	1004493	1946358	146976	877965	157698	43230	1248706
"Actin-binding proteins"	635280	276335	333231	2616	61553	213658	181679	620455	126884	307388	194211	323670	253187	4772	226799	132316	200188	110765	428012	315223	184871	293557	180543	97656	287757	94194	285167	385685	145840	209772	60631	330724	148263	223464	438783	280618	103577	60678	107750	220004	167295	140225	336499	111726	284848	189880	173277	140937	138699	202581	312137	114650	146880	423259	884	100348	25388	326531	27776	324972	193118	102366	948086	35034	184085	225542	330737	648494	106640	150286	175424	893066	513026	229559	317282	239688	267365	292249	254964	247934	0	6108	199598	2	24280	36025	186327	0	1588	6	255107	6640	304390	106	130953	414	192141	0	39964	371866	84548	369432	206528	24	1716	131800	4	1914	230146	0	1170	144038	944	160893	65187	182071	36410	188312	20972	31109	398	317584	189178	183340	41452	372429	0	31552	243575	14	5988	232603	4	524	331849	123839	3312	202483	538982	142405	424235	65257	168216	36262	5924	333384
"Acting on CH or CH2 groups"	5808	12620	2634	0	0	2194	3530	8154	478	8344	494	4584	9270	0	7194	2916	27478	3592	11936	11939	5530	8844	2737	1306	8740	2943	7759	7726	9976	2666	24	9324	6498	7712	5745	4826	34	6752	1868	4338	6174	1028	2856	1825	4331	3942	5722	1178	5678	6760	6384	4408	4290	11190	50	2516	276	3788	12	9586	3484	4950	12982	1186	2875	2518	5764	17436	4672	2138	6930	31046	7072	2690	3782	13795	13600	5882	2020	1816	0	8	5732	0	710	3164	284	0	0	0	14654	1522	10306	0	2940	4	1992	0	1190	6382	1510	7707	506	0	0	3180	0	26	2512	0	44	2820	8	1346	4206	3294	11924	3112	2388	194	0	13481	1422	6930	1314	8000	0	12	9164	0	0	1864	0	0	6366	15992	0	588	9538	1744	15586	7324	456	250	0	7520
"Acting on NADH or NADPH"	4982	23248	15914	50	76	18664	11462	17778	15151	12150	8406	13140	11646	0	204	2365	3950	7355	3462	48580	4421	15751	6953	2046	8830	2574	10682	9662	7416	20310	11682	9560	26349	4418	8660	5378	3272	14454	8584	13672	12802	364	5554	31530	28415	6056	10630	4216	5536	6382	19693	4852	17326	16942	4634	15614	10	5442	342	30536	6908	14530	26664	544	16244	7562	1938	22186	6907	2655	27444	35229	17430	7124	21248	15327	28856	14810	6678	15902	0	116	4894	0	726	2014	20688	0	0	0	9826	590	20372	0	3690	4	29818	0	1132	12652	1468	30384	11046	0	98	20084	0	0	3988	0	0	6452	32	3618	1014	19733	182	35457	588	64	0	17340	13564	11542	4350	10632	0	1086	29714	0	618	8398	0	0	10265	4614	0	4436	18388	8172	12837	0	13390	50	12	4698
"Acting on a peroxide as acceptor"	151156	160757	43297	176	13158	83900	31912	152885	57878	92832	51832	72552	119389	1330	41590	62453	29472	42909	129840	172236	73665	86115	25415	29768	66830	45724	55471	121506	28540	51134	18062	47934	46625	87830	142763	71360	26974	41079	38442	108721	55856	51845	73992	23207	153436	33048	56062	39215	38247	54063	101066	35324	72717	117278	226	81580	80	75811	11608	176988	106019	50456	194768	10739	77784	67231	63492	105041	11090	16187	80324	322352	146076	43536	118950	60131	182581	142409	101290	47257	0	226	33854	0	9639	11098	62190	2	116	0	47230	1224	110555	192	24004	28	74028	0	3576	107869	13334	148912	73556	10	350	35328	0	942	105899	0	282	39300	0	63761	9213	57012	1008	91325	5976	4838	8	70305	52030	46334	15652	96123	0	14912	92876	2	2320	69901	0	168	80432	36225	406	62900	121842	40704	105512	8721	49938	10341	60	94046
"Acting on a sulfur group of donors"	47268	62033	59154	20	1852	35562	24258	81656	15172	28864	30422	34368	55631	90	21427	36755	10652	29356	24826	54542	24999	48924	22235	15480	30190	21971	35877	38832	21196	20024	9400	34840	25118	24377	56653	23708	20034	29410	21927	36784	24942	7260	37138	19876	48380	28178	25654	12638	15600	22862	40172	13134	22080	64251	404	19046	1570	32800	17773	60590	37434	20660	88550	3312	40808	24824	52424	105985	3404	21310	38311	76200	57484	5666	33360	37790	70235	26624	28530	31196	0	196	20342	0	5207	3732	20832	0	8	0	22406	2544	33266	0	10752	134	33020	0	5708	25406	8654	48062	26892	0	242	17758	0	396	39648	0	180	14526	86	15119	32256	23274	4134	25410	6740	5358	0	24326	22785	21292	4212	51399	0	7784	41826	0	292	39342	0	0	46457	13224	842	11800	62961	14196	75565	5110	24270	11408	2010	37812
"Acting on acid anhydrides"	109704	199228	140499	140	31392	92694	60572	126967	40636	105343	39302	67732	103136	8214	60760	91220	51500	43336	71985	154516	72309	78951	48109	22019	48338	49345	75946	95156	26786	102356	32600	57378	97984	60288	118392	81950	34928	32686	81546	96612	62151	54919	75898	33900	101082	45388	78644	25275	47818	65306	141496	41112	80645	115712	2251	44778	7302	76351	5113	132772	61761	60679	224466	18350	69705	69914	74507	176916	48794	30938	110279	302742	150036	80994	99199	107460	146038	130906	63294	94318	0	780	56650	6	7908	6376	47303	0	8	0	52799	1608	101234	184	39135	104	55916	0	11906	96295	15544	147324	64616	4	2060	73574	4	472	75418	0	230	59074	26	50511	28113	90357	9516	59324	5172	7082	1426	120076	57230	68988	13167	89969	0	14360	108444	0	680	56118	0	0	94231	25517	1736	51522	148762	52564	189170	8444	42172	11411	1402	98400
"Acting on carbon-carbon bonds"	9634	30	76	0	6129	3082	2078	9104	1682	1436	10018	2928	2142	0	6938	424	2	350	668	434	5740	9544	716	102	3952	52	4862	7476	916	1102	62	2228	734	1536	5654	1482	82	2616	416	735	1120	438	2768	26	6662	1816	3172	2896	1150	1456	938	1480	799	3730	0	0	18	1224	346	1676	1426	1490	28170	0	3320	3090	4160	14200	2	222	2022	20888	6758	58	1270	3796	2986	6292	1792	4042	0	0	1700	0	20	306	234	0	0	0	3182	20	970	0	2198	0	3830	0	822	2012	962	2126	2376	0	0	940	0	0	64	0	4	1140	8	5128	116	1612	332	2526	36	876	0	11841	3104	1433	596	3985	0	0	5360	0	4	692	0	0	2258	112	0	780	9830	392	7112	4	48	2	4	5202
"Acting on carbon-nitrogen bonds, other than peptide bonds"	147215	90104	80796	76	13976	68963	60644	114896	33936	80698	69664	68720	91262	98	45014	43527	45808	35751	105096	121201	71955	82927	60678	53194	58746	38352	88995	103694	23693	67786	19108	56378	62334	79166	152510	62610	34303	39859	84199	66679	65392	46147	82003	30206	105867	65336	69158	62794	45055	62760	93555	49144	64583	77513	1220	46135	6398	80196	25480	132272	56480	45748	183874	10183	61134	66709	41353	138151	24296	46218	74770	231702	81547	57292	77802	81908	122549	102490	92128	117543	10	2416	39904	0	17838	8993	50135	6	118	0	67587	7688	72056	24	26420	222	61034	2	14274	109712	17520	129392	68795	14	2384	65009	0	1450	79226	2	368	48526	228	69038	54751	64402	16896	43954	14390	13778	224	120501	53202	61909	9792	94255	0	18192	78615	6	850	45393	0	14	93168	26722	2052	40643	128615	103034	144600	5550	18656	15710	1990	54501
"Acting on carbon-sulfur bonds"	8414	26570	15778	0	8388	6358	12410	13520	2338	22928	4184	4089	13554	16	11516	6262	8141	7594	666	17835	8080	10134	6355	3322	9228	479	10340	11466	1266	9718	1884	1976	10834	3480	5334	14442	124	516	17938	6236	6916	7770	4788	2150	15226	2226	8532	842	5362	10280	27060	4466	9620	9386	254	15782	4074	6772	1317	19746	11864	9468	23168	1974	6088	10370	18241	20352	2398	1636	12118	31576	27501	4728	28066	10920	19995	6588	6224	13020	0	106	6728	0	526	482	2450	0	14	0	2320	264	16170	8	5108	4	10078	0	3002	26450	2290	17316	5172	0	86	7362	0	110	10304	0	50	4078	16	6750	4381	6194	704	1716	552	330	0	5398	16224	11312	2086	11200	0	1918	7780	4	274	9962	0	0	7034	5886	106	4802	10896	13984	12352	2	1032	1228	2	15264
"Acting on ester bonds"	982977	1039616	686187	12956	249572	698901	672757	1419568	381427	873183	473436	771861	990212	12326	467824	538910	500616	376995	1030539	1016187	537641	958000	478083	300486	635383	292641	914853	950086	431954	565186	188636	600627	720321	556355	1090644	686300	220711	409660	557874	717201	608791	373241	913281	406130	718845	475615	619864	396203	412735	419549	895421	367382	567586	1081424	30726	463900	113490	713498	125779	1233708	587233	506260	1844755	98655	638707	684614	625080	1614195	160184	495251	703692	2390552	979090	568636	642300	902340	1106666	656601	706458	854010	76	18158	425634	0	102748	120493	513309	4	3854	4	467536	33628	928177	1912	279458	1244	536158	102	126882	966846	165391	1080278	527984	68	5308	555396	84	10870	473443	0	4741	572786	2588	610181	320363	629786	125843	480485	97722	74614	7138	842565	445005	601010	113872	870230	10	138268	807748	96	19398	522840	14	1482	870219	247470	16258	480454	1268382	414205	1435140	94262	271937	88646	12724	823202
